,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,GroupSize,CabinOrientation,Total_spent
3916,Europa,0,55 Cancri e,31.0,0,2.0,8747.0,0.0,4840.0,14485.0,0,6,Babor,28074.0
3917,Europa,0,55 Cancri e,41.0,1,0.0,9463.0,0.0,1022.0,1562.0,1,6,Babor,12047.0
3918,Europa,0,55 Cancri e,33.0,0,0.0,2020.0,0.0,1817.0,182.0,0,3,Estribor,4019.0
3919,Europa,0,TRAPPIST-1e,43.0,0,0.0,124.0,0.0,3975.0,186.0,0,3,Estribor,4285.0
3920,Europa,0,55 Cancri e,43.0,1,0.0,3172.0,0.0,26.0,4376.0,0,3,Estribor,7574.0
3921,Earth,0,TRAPPIST-1e,36.0,0,1367.0,108.0,0.0,0.0,77.0,0,1,Estribor,1552.0
3922,Earth,0,55 Cancri e,19.0,0,558.0,0.0,353.0,0.0,8.0,0,1,Babor,919.0
3923,Earth,0,TRAPPIST-1e,24.0,0,0.0,1725.0,0.0,0.0,0.0,1,1,Babor,1725.0
3924,Earth,1,55 Cancri e,17.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
3925,Earth,0,TRAPPIST-1e,23.0,0,1277.0,84.0,0.0,240.0,598.0,1,1,Babor,2199.0
3926,Earth,0,55 Cancri e,17.0,0,558.0,0.0,3.0,0.0,1226.0,0,1,Estribor,1787.0
3927,Mars,0,TRAPPIST-1e,18.0,0,950.0,1.0,236.0,754.0,0.0,0,1,Estribor,1941.0
3928,Mars,1,55 Cancri e,34.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
3929,Earth,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
3930,Earth,0,TRAPPIST-1e,66.0,0,610.0,2549.0,0.0,17.0,0.0,1,3,Estribor,3176.0
3931,Earth,0,TRAPPIST-1e,27.0,0,0.0,867.0,0.0,128.0,363.0,1,3,Estribor,1358.0
3932,Earth,0,TRAPPIST-1e,19.0,0,1620.0,0.0,4.0,0.0,82.0,0,3,Estribor,1706.0
3933,Earth,0,TRAPPIST-1e,55.0,0,0.0,198.0,703.0,1.0,0.0,1,1,Estribor,902.0
3934,Mars,0,TRAPPIST-1e,40.0,0,0.0,0.0,1.0,293.0,667.0,0,1,Babor,961.0
3935,Earth,1,PSO J318.5-22,23.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Babor,0.0
3936,Earth,0,TRAPPIST-1e,7.0,0,0.0,0.0,0.0,0.0,0.0,0,3,Babor,0.0
3937,Earth,1,TRAPPIST-1e,12.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Babor,0.0
3938,Earth,0,TRAPPIST-1e,37.0,0,0.0,886.0,0.0,58.0,441.0,0,1,Estribor,1385.0
3939,Earth,0,TRAPPIST-1e,22.0,0,0.0,13.0,524.0,7.0,0.0,0,1,Babor,544.0
3940,Origen desconocido,1,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
3941,Europa,1,55 Cancri e,46.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
3942,Mars,0,55 Cancri e,37.0,0,326.0,0.0,455.0,2.0,0.0,0,1,Babor,783.0
3943,Europa,1,55 Cancri e,50.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
3944,Europa,1,55 Cancri e,28.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
3945,Europa,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
3946,Origen desconocido,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
3947,Earth,0,PSO J318.5-22,23.0,0,4.0,157.0,142.0,0.0,196.0,0,1,Estribor,499.0
3948,Europa,0,TRAPPIST-1e,23.0,0,3.0,343.0,0.0,4280.0,0.0,0,1,Babor,4626.0
3949,Mars,0,TRAPPIST-1e,34.0,1,992.0,0.0,14.0,0.0,0.0,0,1,Babor,1006.0
3950,Europa,1,TRAPPIST-1e,65.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Babor,0.0
3951,Origen desconocido,1,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Babor,0.0
3952,Mars,1,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Babor,0.0
3953,Mars,0,TRAPPIST-1e,30.0,0,176.0,0.0,2310.0,0.0,0.0,1,2,Babor,2486.0
3954,Mars,1,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Babor,0.0
3955,Mars,0,TRAPPIST-1e,40.0,0,1268.0,0.0,0.0,0.0,0.0,0,3,Babor,1268.0
3956,Mars,0,TRAPPIST-1e,32.0,0,1331.0,416.0,0.0,665.0,64.0,0,3,Babor,2476.0
3957,Earth,0,TRAPPIST-1e,31.0,0,553.0,224.0,9.0,1.0,0.0,0,1,Babor,787.0
3958,Earth,0,TRAPPIST-1e,13.0,0,27.0,81.0,1080.0,0.0,0.0,1,1,Babor,1188.0
3959,Earth,0,TRAPPIST-1e,29.0,0,37.0,0.0,167.0,608.0,0.0,0,2,Babor,812.0
3960,Earth,0,TRAPPIST-1e,28.0,0,0.0,53.0,0.0,732.0,6.0,0,2,Babor,791.0
3961,Mars,0,55 Cancri e,19.0,0,1184.0,88.0,0.0,0.0,334.0,1,2,Estribor,1606.0
3962,Mars,0,55 Cancri e,24.0,0,469.0,0.0,0.0,196.0,0.0,1,2,Estribor,665.0
3963,Mars,1,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Babor,0.0
3964,Earth,0,55 Cancri e,13.0,0,406.0,0.0,1670.0,0.0,427.0,0,1,Babor,2503.0
3965,Earth,0,TRAPPIST-1e,21.0,0,0.0,0.0,23.0,820.0,22.0,0,1,Babor,865.0
3966,Earth,0,55 Cancri e,24.0,0,0.0,0.0,1435.0,10.0,0.0,1,1,Estribor,1445.0
3967,Europa,0,TRAPPIST-1e,47.0,0,0.0,4983.0,0.0,173.0,43.0,1,1,Estribor,5199.0
3968,Europa,0,TRAPPIST-1e,27.0,0,0.0,144.0,76.0,184.0,3932.0,0,1,Babor,4336.0
3969,Earth,0,TRAPPIST-1e,18.0,0,0.0,0.0,774.0,0.0,13.0,1,1,Estribor,787.0
3970,Europa,1,55 Cancri e,36.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
3971,Earth,0,TRAPPIST-1e,68.0,0,0.0,1.0,223.0,580.0,0.0,0,1,Babor,804.0
3972,Europa,0,TRAPPIST-1e,31.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
3973,Mars,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
3974,Mars,0,TRAPPIST-1e,36.0,0,3002.0,21.0,150.0,0.0,0.0,0,1,Estribor,3173.0
3975,Earth,0,TRAPPIST-1e,17.0,0,0.0,628.0,0.0,66.0,449.0,1,1,Estribor,1143.0
3976,Earth,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
3977,Earth,0,TRAPPIST-1e,30.0,0,0.0,10.0,0.0,3840.0,329.0,0,1,Babor,4179.0
3978,Europa,0,TRAPPIST-1e,58.0,0,0.0,2946.0,0.0,101.0,387.0,1,3,Estribor,3434.0
3979,Europa,1,TRAPPIST-1e,43.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Estribor,0.0
3980,Europa,0,55 Cancri e,20.0,0,354.0,1546.0,323.0,284.0,315.0,1,3,Estribor,2822.0
3981,Earth,0,TRAPPIST-1e,29.0,0,715.0,0.0,0.0,698.0,106.0,0,1,Babor,1519.0
3982,Earth,0,TRAPPIST-1e,15.0,0,156.0,1.0,1132.0,192.0,33.0,1,1,Estribor,1514.0
3983,Earth,0,TRAPPIST-1e,30.0,0,488.0,0.0,242.0,0.0,79.0,0,1,Babor,809.0
3984,Europa,0,55 Cancri e,33.0,0,5493.0,9401.0,23.0,3013.0,303.0,0,3,Babor,18233.0
3985,Europa,1,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Babor,0.0
3986,Europa,0,TRAPPIST-1e,62.0,0,0.0,22.0,0.0,3314.0,22.0,0,3,Babor,3358.0
3987,Earth,1,PSO J318.5-22,41.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
3988,Earth,0,TRAPPIST-1e,27.0,0,6.0,0.0,0.0,768.0,1141.0,0,8,Babor,1915.0
3989,Earth,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,0,8,Babor,0.0
3990,Earth,1,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,1,8,Babor,0.0
3991,Earth,0,TRAPPIST-1e,19.0,0,571.0,0.0,0.0,97.0,813.0,1,8,Babor,1481.0
3992,Earth,0,TRAPPIST-1e,37.0,0,0.0,0.0,115.0,671.0,0.0,0,8,Babor,786.0
3993,Earth,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,0,8,Babor,0.0
3994,Earth,0,TRAPPIST-1e,29.0,0,13.0,0.0,664.0,74.0,101.0,0,8,Babor,852.0
3995,Earth,0,55 Cancri e,44.0,0,0.0,0.0,608.0,0.0,91.0,0,8,Babor,699.0
3996,Earth,0,TRAPPIST-1e,19.0,0,0.0,265.0,882.0,2.0,293.0,0,1,Babor,1442.0
3997,Europa,0,TRAPPIST-1e,39.0,0,0.0,266.0,0.0,1254.0,197.0,0,3,Babor,1717.0
3998,Europa,0,TRAPPIST-1e,63.0,0,0.0,490.0,1.0,2882.0,18.0,0,3,Babor,3391.0
3999,Europa,0,TRAPPIST-1e,39.0,0,9.0,1525.0,0.0,0.0,146.0,0,3,Babor,1680.0
4000,Mars,1,TRAPPIST-1e,41.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
4001,Earth,1,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
4002,Mars,0,55 Cancri e,56.0,0,412.0,492.0,9.0,117.0,33.0,1,1,Estribor,1063.0
4003,Europa,1,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Babor,0.0
4004,Europa,0,55 Cancri e,26.0,0,1.0,1269.0,4790.0,270.0,5116.0,0,2,Babor,11446.0
4005,Earth,0,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,1300.0,0,1,Estribor,1300.0
4006,Earth,1,PSO J318.5-22,18.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
4007,Earth,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Babor,0.0
4008,Earth,0,TRAPPIST-1e,32.0,0,0.0,0.0,1020.0,0.0,0.0,1,2,Babor,1020.0
4009,Europa,0,55 Cancri e,30.0,0,24.0,2558.0,98.0,0.0,5361.0,0,1,Desconocido,8041.0
4010,Europa,1,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
4011,Earth,0,TRAPPIST-1e,55.0,0,0.0,252.0,1.0,0.0,553.0,1,1,Estribor,806.0
4012,Earth,0,PSO J318.5-22,19.0,0,0.0,2.0,0.0,669.0,0.0,0,1,Babor,671.0
4013,Earth,0,TRAPPIST-1e,24.0,0,0.0,717.0,222.0,8.0,1.0,1,1,Estribor,948.0
4014,Europa,0,TRAPPIST-1e,32.0,0,401.0,3724.0,5.0,422.0,62.0,1,1,Estribor,4614.0
4015,Mars,0,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Babor,0.0
4016,Mars,1,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
4017,Earth,1,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Estribor,0.0
4018,Europa,0,55 Cancri e,28.0,0,0.0,31.0,0.0,1283.0,871.0,1,1,Estribor,2185.0
4019,Earth,0,TRAPPIST-1e,52.0,0,0.0,559.0,0.0,0.0,0.0,1,1,Estribor,559.0
4020,Earth,0,TRAPPIST-1e,29.0,0,646.0,91.0,13.0,0.0,0.0,1,1,Estribor,750.0
4021,Mars,0,55 Cancri e,23.0,0,49.0,0.0,2716.0,0.0,0.0,1,2,Babor,2765.0
4022,Mars,1,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Desconocido,0.0
4023,Earth,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Estribor,0.0
4024,Europa,0,55 Cancri e,41.0,0,14.0,6777.0,81.0,604.0,2936.0,0,1,Babor,10412.0
4025,Origen desconocido,1,PSO J318.5-22,16.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
4026,Europa,1,55 Cancri e,33.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
4027,Earth,1,55 Cancri e,6.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
4028,Earth,0,55 Cancri e,15.0,0,36.0,841.0,0.0,0.0,0.0,1,2,Estribor,877.0
4029,Earth,0,TRAPPIST-1e,38.0,0,0.0,668.0,84.0,267.0,0.0,0,2,Estribor,1019.0
4030,Earth,0,TRAPPIST-1e,56.0,0,0.0,779.0,12.0,3.0,35.0,0,3,Babor,829.0
4031,Earth,1,PSO J318.5-22,4.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Babor,0.0
4032,Earth,1,PSO J318.5-22,21.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Babor,0.0
4033,Mars,0,55 Cancri e,22.0,0,1371.0,0.0,235.0,0.0,0.0,1,1,Estribor,1606.0
4034,Earth,0,TRAPPIST-1e,37.0,0,0.0,0.0,785.0,3.0,0.0,0,2,Babor,788.0
4035,Earth,0,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Babor,0.0
4036,Earth,0,TRAPPIST-1e,22.0,0,563.0,521.0,364.0,0.0,0.0,0,1,Estribor,1448.0
4037,Europa,0,TRAPPIST-1e,26.0,0,0.0,137.0,0.0,0.0,7629.0,0,1,Babor,7766.0
4038,Earth,0,TRAPPIST-1e,22.0,0,0.0,3.0,486.0,0.0,228.0,1,2,Babor,717.0
4039,Earth,0,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Babor,0.0
4040,Earth,0,PSO J318.5-22,28.82793046746535,0,0.0,22.0,0.0,1156.0,0.0,0,1,Babor,1178.0
4041,Mars,0,TRAPPIST-1e,24.0,0,439.0,0.0,2140.0,0.0,0.0,1,1,Estribor,2579.0
4042,Mars,1,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
4043,Earth,0,TRAPPIST-1e,48.0,0,2.0,0.0,83.0,589.0,233.0,0,1,Babor,907.0
4044,Earth,0,TRAPPIST-1e,24.0,0,786.0,0.0,0.0,7.0,0.0,0,1,Babor,793.0
4045,Mars,0,55 Cancri e,3.0,0,0.0,0.0,0.0,0.0,0.0,1,4,Estribor,0.0
4046,Mars,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,1,4,Estribor,0.0
4047,Mars,0,TRAPPIST-1e,25.0,0,412.0,0.0,567.0,775.0,0.0,0,4,Estribor,1754.0
4048,Mars,1,55 Cancri e,1.0,0,0.0,0.0,0.0,0.0,0.0,1,4,Estribor,0.0
4049,Earth,0,TRAPPIST-1e,20.0,0,0.0,187.0,712.0,0.0,0.0,1,1,Estribor,899.0
4050,Earth,0,Destino desconocido,22.0,0,39.0,0.0,63.0,3.0,654.0,0,1,Estribor,759.0
4051,Mars,0,55 Cancri e,28.0,0,427.0,0.0,754.0,0.0,0.0,1,1,Estribor,1181.0
4052,Earth,1,55 Cancri e,17.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
4053,Europa,0,55 Cancri e,28.0,0,0.0,3345.0,0.0,2143.0,27.0,0,1,Babor,5515.0
4054,Europa,1,TRAPPIST-1e,47.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
4055,Mars,1,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Estribor,0.0
4056,Europa,0,TRAPPIST-1e,29.0,1,267.0,1418.0,257.0,843.0,0.0,1,4,Estribor,2785.0
4057,Europa,1,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0,1,4,Estribor,0.0
4058,Europa,0,TRAPPIST-1e,36.0,0,0.0,563.0,0.0,1301.0,830.0,1,4,Desconocido,2694.0
4059,Europa,0,55 Cancri e,40.0,0,2320.0,0.0,4874.0,3131.0,498.0,1,4,Estribor,10823.0
4060,Mars,0,TRAPPIST-1e,49.0,0,22.0,0.0,1129.0,0.0,77.0,1,1,Estribor,1228.0
4061,Europa,0,TRAPPIST-1e,51.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Estribor,0.0
4062,Europa,0,TRAPPIST-1e,41.0,0,0.0,545.0,0.0,2740.0,293.0,1,3,Estribor,3578.0
4063,Europa,0,55 Cancri e,44.0,0,0.0,14201.0,0.0,22.0,584.0,1,3,Estribor,14807.0
4064,Mars,0,TRAPPIST-1e,47.0,0,2044.0,0.0,95.0,0.0,120.0,0,1,Estribor,2259.0
4065,Earth,0,TRAPPIST-1e,22.0,0,0.0,0.0,945.0,0.0,4.0,1,1,Estribor,949.0
4066,Earth,1,PSO J318.5-22,13.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
4067,Earth,0,TRAPPIST-1e,18.0,0,0.0,35.0,661.0,0.0,63.0,1,1,Estribor,759.0
4068,Earth,0,TRAPPIST-1e,28.0,0,0.0,1125.0,3.0,562.0,7.0,0,1,Babor,1697.0
4069,Earth,0,55 Cancri e,22.0,0,429.0,2.0,232.0,0.0,59.0,1,1,Babor,722.0
4070,Earth,0,TRAPPIST-1e,50.0,0,444.0,0.0,408.0,0.0,0.0,0,1,Babor,852.0
4071,Europa,1,TRAPPIST-1e,47.0,1,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
4072,Mars,0,TRAPPIST-1e,55.0,0,802.0,0.0,155.0,4.0,337.0,0,1,Babor,1298.0
4073,Earth,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
4074,Earth,0,PSO J318.5-22,39.0,0,0.0,0.0,1.0,0.0,2330.0,0,2,Estribor,2331.0
4075,Earth,0,Destino desconocido,21.0,0,641.0,0.0,409.0,0.0,0.0,0,1,Babor,1050.0
4076,Europa,0,TRAPPIST-1e,37.0,0,33.0,3484.0,17.0,4.0,1384.0,1,2,Estribor,4922.0
4077,Europa,0,TRAPPIST-1e,31.0,0,22.0,10025.0,2.0,124.0,1.0,1,2,Estribor,10174.0
4078,Earth,0,TRAPPIST-1e,23.0,0,115.0,1.0,0.0,0.0,249.0,0,1,Babor,365.0
4079,Europa,1,55 Cancri e,28.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
4080,Mars,0,TRAPPIST-1e,23.0,0,118.0,0.0,949.0,206.0,2071.0,0,1,Babor,3344.0
4081,Earth,0,PSO J318.5-22,20.0,0,0.0,272.0,108.0,0.0,230.0,1,1,Estribor,610.0
4082,Europa,0,TRAPPIST-1e,28.0,0,3.0,2127.0,0.0,696.0,10.0,0,3,Babor,2836.0
4083,Europa,0,55 Cancri e,40.0,0,0.0,17687.0,0.0,425.0,155.0,1,3,Babor,18267.0
4084,Europa,0,55 Cancri e,54.0,0,0.0,1832.0,0.0,0.0,1768.0,0,3,Babor,3600.0
4085,Mars,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
4086,Earth,0,55 Cancri e,27.0,0,0.0,14.0,0.0,734.0,331.0,1,1,Estribor,1079.0
4087,Europa,0,TRAPPIST-1e,43.0,0,0.0,1947.0,0.0,0.0,1651.0,1,1,Estribor,3598.0
4088,Earth,1,PSO J318.5-22,25.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
4089,Origen desconocido,0,TRAPPIST-1e,13.0,0,552.0,247.0,0.0,4.0,0.0,0,1,Babor,803.0
4090,Earth,0,PSO J318.5-22,15.0,0,0.0,0.0,873.0,0.0,5.0,1,1,Babor,878.0
4091,Earth,1,55 Cancri e,37.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
4092,Mars,1,55 Cancri e,32.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
4093,Earth,0,TRAPPIST-1e,19.0,0,857.0,0.0,0.0,0.0,0.0,0,1,Estribor,857.0
4094,Earth,0,TRAPPIST-1e,21.0,0,3.0,1.0,0.0,1494.0,110.0,0,1,Desconocido,1608.0
4095,Europa,0,TRAPPIST-1e,27.0,0,0.0,2717.0,0.0,0.0,986.0,1,5,Estribor,3703.0
4096,Europa,0,55 Cancri e,39.0,0,106.0,243.0,126.0,7.0,4967.0,0,5,Estribor,5449.0
4097,Origen desconocido,1,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,1,5,Estribor,0.0
4098,Europa,0,TRAPPIST-1e,25.0,0,0.0,4384.0,4285.0,812.0,360.0,1,5,Estribor,9841.0
4099,Europa,0,55 Cancri e,34.0,0,0.0,7221.0,0.0,288.0,2275.0,1,5,Estribor,9784.0
4100,Mars,1,TRAPPIST-1e,54.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
4101,Mars,0,TRAPPIST-1e,42.0,0,954.0,0.0,1.0,0.0,0.0,0,2,Estribor,955.0
4102,Earth,0,PSO J318.5-22,36.0,0,735.0,0.0,2.0,0.0,0.0,0,1,Estribor,737.0
4103,Earth,0,PSO J318.5-22,43.0,0,0.0,168.0,3.0,0.0,452.0,1,1,Estribor,623.0
4104,Earth,0,PSO J318.5-22,23.0,0,65.0,94.0,0.0,0.0,445.0,1,1,Babor,604.0
4105,Europa,0,TRAPPIST-1e,57.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
4106,Europa,0,TRAPPIST-1e,54.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
4107,Europa,0,TRAPPIST-1e,51.0,0,0.0,16455.0,885.0,0.0,363.0,1,2,Estribor,17703.0
4108,Mars,0,PSO J318.5-22,32.0,0,192.0,0.0,441.0,18.0,0.0,0,1,Babor,651.0
4109,Europa,0,TRAPPIST-1e,33.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
4110,Mars,1,TRAPPIST-1e,8.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Babor,0.0
4111,Mars,1,TRAPPIST-1e,44.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Babor,0.0
4112,Mars,0,TRAPPIST-1e,27.0,0,875.0,0.0,61.0,289.0,0.0,0,3,Babor,1225.0
4113,Earth,0,TRAPPIST-1e,48.0,0,383.0,0.0,0.0,393.0,10.0,1,1,Babor,786.0
4114,Earth,0,55 Cancri e,13.0,0,38.0,0.0,0.0,733.0,0.0,0,1,Estribor,771.0
4115,Earth,1,TRAPPIST-1e,5.0,0,0.0,0.0,0.0,0.0,0.0,0,2,Babor,0.0
4116,Earth,0,TRAPPIST-1e,18.0,0,754.0,0.0,34.0,0.0,0.0,0,2,Babor,788.0
4117,Earth,0,TRAPPIST-1e,23.0,0,0.0,0.0,206.0,681.0,31.0,0,1,Babor,918.0
4118,Earth,0,TRAPPIST-1e,23.0,0,0.0,153.0,11.0,646.0,0.0,0,1,Estribor,810.0
4119,Earth,1,PSO J318.5-22,35.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Desconocido,0.0
4120,Earth,0,TRAPPIST-1e,25.0,0,141.0,3.0,640.0,0.0,100.0,0,1,Babor,884.0
4121,Mars,0,TRAPPIST-1e,32.0,0,689.0,0.0,610.0,0.0,0.0,0,3,Estribor,1299.0
4122,Mars,0,55 Cancri e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Estribor,0.0
4123,Mars,1,Destino desconocido,5.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Estribor,0.0
4124,Earth,0,55 Cancri e,16.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
4125,Earth,1,PSO J318.5-22,18.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
4126,Earth,1,PSO J318.5-22,29.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Babor,0.0
4127,Earth,0,TRAPPIST-1e,55.0,0,134.0,935.0,0.0,6.0,394.0,0,2,Estribor,1469.0
4128,Earth,0,Destino desconocido,41.0,0,7.0,0.0,297.0,108.0,361.0,0,2,Estribor,773.0
4129,Earth,0,TRAPPIST-1e,38.0,0,0.0,2.0,404.0,121.0,0.0,0,1,Babor,527.0
4130,Europa,1,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
4131,Earth,1,TRAPPIST-1e,55.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
4132,Mars,1,TRAPPIST-1e,75.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
4133,Europa,0,TRAPPIST-1e,50.0,0,0.0,817.0,388.0,78.0,693.0,1,1,Estribor,1976.0
4134,Earth,0,TRAPPIST-1e,23.0,0,27.0,0.0,32.0,725.0,0.0,0,1,Estribor,784.0
4135,Earth,0,PSO J318.5-22,37.0,0,715.0,0.0,54.0,0.0,0.0,1,1,Estribor,769.0
4136,Earth,0,TRAPPIST-1e,33.0,0,0.0,0.0,232.0,0.0,622.0,0,1,Estribor,854.0
4137,Mars,0,TRAPPIST-1e,45.0,0,941.0,281.0,36.0,12.0,39.0,0,1,Estribor,1309.0
4138,Europa,1,55 Cancri e,47.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
4139,Europa,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
4140,Europa,0,TRAPPIST-1e,29.0,0,0.0,6338.0,0.0,1366.0,89.0,1,2,Estribor,7793.0
4141,Mars,0,TRAPPIST-1e,19.0,0,30.0,0.0,42.0,3565.0,7.0,0,1,Estribor,3644.0
4142,Mars,1,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
4143,Europa,0,55 Cancri e,39.0,0,3.0,83.0,0.0,805.0,2983.0,0,2,Estribor,3874.0
4144,Europa,0,TRAPPIST-1e,31.0,0,0.0,46.0,0.0,209.0,2908.0,0,2,Estribor,3163.0
4145,Europa,0,55 Cancri e,29.0,0,0.0,11417.0,12.0,795.0,402.0,1,1,Estribor,12626.0
4146,Mars,0,TRAPPIST-1e,16.0,0,546.0,90.0,23.0,513.0,0.0,0,1,Estribor,1172.0
4147,Earth,0,PSO J318.5-22,18.0,0,0.0,2.0,1513.0,0.0,0.0,1,1,Estribor,1515.0
4148,Earth,0,55 Cancri e,38.0,0,8.0,0.0,1414.0,10.0,3.0,0,1,Babor,1435.0
4149,Earth,1,TRAPPIST-1e,50.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Babor,0.0
4150,Earth,1,PSO J318.5-22,21.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Babor,0.0
4151,Earth,1,PSO J318.5-22,22.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
4152,Earth,1,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
